athlete_id,athlete_name,gender,age,date_of_birth,nationality,country_name,sport,event,games_type,year,host_city,team_or_individual,medal,result_value,result_unit,total_olympics_attended,total_medals_won,gold_medals,silver_medals,bronze_medals,country_total_gold,country_total_medals,country_first_participation,country_best_rank,is_record_holder,coach_name,height_cm_bad,weight_kg_bad,notes,height_cm,weight_kg
ATH-00099,Gunel Enkhtaivan,Female,24,8/27/2000,BUL,Bulgaria,Fencing,Foil Individual M,Summer,2004,Athens,Team,No Medal,11.1,touches,1,1,1,0,0,54,224,1896,15,No,Glen Mills,183.5,65.6,-,2.02751E-80,3.23804E-29
ATH-00100,Vahram Bekele,Male,21,1/15/2003,ROM,Romania,Figure Skating,Pairs,Winter,1948,St. Moritz,Individual,No Medal,234.889,points,4,6,5,0,1,89,307,1924,8,No,Anna Tarkhanova,171.6,66.4,Season Best,2.98584E-75,1.45494E-29
ATH-00101,Salome Kovalenko,Female,31,7/11/1993,CAN,Canada,Football (Soccer),Men's Football,Summer,2000,Sydney,Team,No Medal,3.698,goals,3,8,5,2,1,118,381,1900,6,No,Renato Canova,182.5,65.8,Weather-affected,5.51134E-80,2.65108E-29
ATH-00102,Christine Kovalenko,Female,26,9/26/1998,CAN,Canada,Taekwondo,-58kg M,Summer,2012,London,Individual,No Medal,5.066,points,3,8,6,1,1,118,381,1900,6,No,Wei Ping,193.3,86,National Record,1.12429E-84,4.47378E-38
ATH-00103,Siranush Kovalenko,Female,21,4/27/2003,EGY,Egypt,Cross-Country Skiing,10km W,Winter,1988,Calgary,Team,No Medal,599.274,seconds,1,8,4,1,3,8,28,1912,45,No,Renato Canova,182.7,74.4,-,4.5123E-80,4.88079E-33
ATH-00104,Claire Dinu,Female,18,11/25/2006,GBR,Great Britain,Archery,Individual W,Summer,1896,Athens,Individual,Gold,259.27,points,4,8,2,3,3,285,896,1896,2,No,Vladimir Alekna,176.8,63,National Record,1.64716E-77,4.35961E-28
ATH-00105,Elmar Watanabe,Male,28,3/2/1996,KAZ,Kazakhstan,Archery,Team W,Summer,2000,Sydney,Team,No Medal,295.707,points,1,2,2,0,0,21,66,1996,30,No,Sandor Szabo,162.3,77.7,-,3.26592E-71,1.80019E-34
ATH-00106,Sofia Volkov,Female,40,2/11/1984,RSA,South Africa,Freestyle Skiing,Ski Cross M,Winter,1948,St. Moritz,Individual,No Medal,84.078,points,3,4,1,0,3,23,90,1904,30,No,Li Yongbo,183.7,74.9,-,1.65998E-80,2.96035E-33
ATH-00107,Lisa Wanjiku,Female,36,2/6/1988,TUR,Turkey,Ice Hockey,Men's Ice Hockey,Winter,1984,Sarajevo,Team,No Medal,11.448,goals,4,3,0,2,1,40,99,1908,22,No,Anna Tarkhanova,177.1,100.6,-,1.22025E-77,2.04162E-44
ATH-00108,Svetlana Kwon,Female,16,11/4/2008,TUR,Turkey,Athletics,Pole Vault,Summer,1908,London,Individual,No Medal,116.272,seconds,1,6,5,1,0,40,99,1908,22,No,Dan Pfaff,190.5,106.7,Photo-finish silver,1.84885E-83,4.57909E-47
ATH-00109,Almaz Babayev,Female,30,9/26/1994,KAZ,Kazakhstan,Basketball,Women's Basketball,Summer,1996,Atlanta,Team,No Medal,38.151,points,1,1,1,0,0,21,66,1996,30,No,Alberto Salazar,211.3,76.7,-,1.71228E-92,4.89343E-34
ATH-00110,Sandra Kuznetsov,Female,37,10/16/1987,NED,Netherlands,Basketball,Men's Basketball,Summer,1904,St. Louis,Team,No Medal,7.309,points,2,7,0,7,0,121,380,1900,7,No,Virgilijus Alekna,193.1,97.4,Weather-affected,1.37321E-84,5.00861E-43
ATH-00111,Krzysztof Lee,Male,33,2/2/1991,JPN,Japan,Swimming,400m Individual Medley,Summer,1920,Antwerp,Individual,No Medal,743.065,seconds,4,1,0,0,1,170,497,1912,3,No,Anna Tarkhanova,168,71.4,-,1.09277E-73,9.80334E-32
ATH-00112,Deepika Singh,Female,17,11/22/2007,ETH,Ethiopia,Ski Jumping,Large Hill Individual,Winter,1976,Innsbruck,Team,No Medal,134.263,metres,5,5,0,1,4,25,57,1956,30,No,Jon Drummond,172.8,51.1,Oldest medalist,8.99318E-76,6.42025E-23
ATH-00113,Erik Constantin,Male,26,3/9/1998,BRA,Brazil,Luge,Women's Singles,Winter,1998,Nagano,Team,No Medal,84.581,seconds,5,1,0,1,0,37,152,1920,20,Olympic Record,Khristo Hristov,186,95.1,Season Best,1.66428E-81,4.99568E-42
ATH-00114,Erik Thomas,Male,27,8/8/1997,THA,Thailand,Bobsled,4-man M,Winter,2006,Turin,Team,No Medal,109.23,seconds,2,0,0,0,0,13,35,1952,40,No,Tadashi Suzuki,194.5,106.6,Record broken next day,3.38628E-85,5.06067E-47
ATH-00115,Julien Bianchi,Male,23,1/18/2001,AUS,Australia,Diving,10m Platform M,Summer,1908,London,Individual,No Medal,484.97,points,1,6,4,1,1,170,554,1896,4,No,Marcus O'Sullivan,184.2,78.1,-,1.00683E-80,1.2067E-34
ATH-00116,Deepika Ivanov,Female,39,9/16/1985,HUN,Hungary,Ski Jumping,Large Hill Individual,Winter,1984,Sarajevo,Team,No Medal,105.247,metres,1,4,1,3,0,182,536,1896,5,No,Marcus O'Sullivan,177.1,71.2,-,1.22025E-77,1.19738E-31
ATH-00117,Lisa Hasanov,Female,38,4/2/1986,KEN,Kenya,Wrestling,Freestyle 97kg,Summer,2024,Paris,Individual,No Medal,5.315,points,5,0,0,0,0,38,109,1956,20,No,Marcus O'Sullivan,184.8,99.7,Weather-affected,5.5256E-81,5.02158E-44
ATH-00118,Krzysztof Kovalenko,Male,22,12/20/2002,SWE,Sweden,Athletics,Heptathlon,Summer,1906,Athens,Individual,Bronze,99.097,seconds,4,4,2,1,1,200,648,1896,4,No,Valentin Lalev,183.7,90.7,Oldest medalist,1.65998E-80,4.06903E-40
ATH-00119,Enkhjargal Lopez,Female,21,6/11/2003,UZB,Uzbekistan,Boxing,Light Heavyweight,Summer,2016,Rio de Janeiro,Individual,Gold,3.88,points,3,3,1,0,2,14,40,1996,32,No,Alberto Salazar,178.8,73.1,Record broken next day,2.22919E-78,1.79091E-32
ATH-00120,Nesta Babayev,Male,35,11/11/1989,BRA,Brazil,Archery,Team M,Summer,1920,Antwerp,Team,No Medal,283.219,points,2,7,7,0,0,37,152,1920,20,No,Yury Zakharevich,184.7,69.1,-,6.10674E-81,9.77803E-31
ATH-00121,Nizami Jackson,Male,39,1/14/1985,GBR,Great Britain,Cycling,Sprint,Summer,2000,Sydney,Individual,No Medal,958.427,seconds,1,3,0,1,2,285,896,1896,2,No,Khristo Hristov,173.9,68.7,Photo-finish silver,2.99357E-76,1.45871E-30
ATH-00122,Patricia Brown,Female,31,12/9/1993,USA,United States,Freestyle Skiing,Ski Cross W,Winter,1924,Chamonix,Individual,No Medal,60.844,points,1,0,0,0,0,1061,2638,1896,1,No,Gennadi Touretski,187.5,73.4,Comeback after injury,3.71351E-82,1.32674E-32
ATH-00123,Marco Njoroge,Male,29,10/8/1995,ETH,Ethiopia,Triathlon,Mixed Relay,Summer,2016,Rio de Janeiro,Individual,Bronze,3813.237,seconds,4,1,0,0,1,25,57,1956,30,World Record,Glen Mills,175.1,69.9,National Record,9.01646E-77,4.39355E-31
ATH-00124,Gabriela Biles,Female,31,1/8/1993,EGY,Egypt,Freestyle Skiing,Half-Pipe M,Winter,1984,Sarajevo,Individual,No Medal,74.436,points,1,7,4,0,3,8,28,1912,45,No,Glen Mills,180.5,64.8,Record broken next day,4.07236E-79,7.20639E-29
ATH-00125,Tomasz Kamau,Male,17,5/6/2007,AUT,Austria,Swimming,200m Backstroke,Summer,1906,Athens,Individual,No Medal,949.181,seconds,4,6,5,1,0,59,196,1896,18,No,Andrei Socaci,191.9,60.6,-,4.5592E-84,4.80567E-27
ATH-00126,Tatiana Clark,Female,25,10/25/1999,SWE,Sweden,Cross-Country Skiing,30km W,Winter,1928,St. Moritz,Individual,No Medal,4491.841,seconds,1,6,6,0,0,200,648,1896,4,No,Percy Cerutty,183.3,80.9,Youngest competitor,2.4764E-80,7.33798E-36
ATH-00127,Nancy Esposito,Female,40,4/23/1984,UKR,Ukraine,Judo,Half-Lightweight,Summer,2008,Beijing,Individual,Silver,1.047,ippon,4,3,1,1,1,46,132,1996,22,No,Franz Stampfl,169.7,53.5,Equipment issue,1.9963E-74,5.82432E-24
ATH-00128,Rahul Kaminski,Male,32,9/17/1992,GER,Germany,Boxing,Light Heavyweight,Summer,1904,St. Louis,Individual,Silver,2.541,points,5,2,1,1,0,275,854,1896,2,No,Percy Cerutty,180.7,62,National Record,3.33417E-79,1.18506E-27
ATH-00129,Quentin Yadav,Male,20,3/9/2004,TUR,Turkey,Diving,3m Synchronized Springboard M,Summer,2004,Athens,Individual,No Medal,523.933,points,4,2,0,0,2,40,99,1908,22,No,Renato Canova,163.3,57.6,-,1.20146E-71,9.65246E-26
ATH-00130,Kiran Farah,Male,19,5/1/2005,NGR,Nigeria,Freestyle Skiing,Moguls W,Winter,2006,Turin,Individual,No Medal,88.678,points,4,6,6,0,0,13,32,1952,40,No,Dan Pfaff,170,83.5,Weather-affected,1.4789E-74,5.45018E-37
ATH-00131,Kipchoge Hernandez,Male,20,7/11/2004,MAS,Malaysia,Alpine Skiing,Combined M,Winter,2006,Turin,Individual,No Medal,193.63,seconds,4,7,3,2,2,0,12,1956,58,No,Alberto Salazar,170.6,91.4,-,8.11636E-75,2.02062E-40
ATH-00132,Kamran Gheorghe,Male,37,4/15/1987,VEN,Venezuela,Judo,Middleweight,Summer,2008,Beijing,Individual,No Medal,6.928,ippon,2,1,1,0,0,2,14,1948,58,No,Virgilijus Alekna,181.4,60.6,First from country,1.6557E-79,4.80567E-27
ATH-00133,Nataliya Wanjiku,Female,32,9/28/1992,BLR,Belarus,Weightlifting,96kg,Summer,1996,Atlanta,Individual,No Medal,254.253,kg,1,5,5,0,0,24,75,1996,33,No,Lauren Lynde,185.8,117.5,-,2.03276E-81,9.34111E-52
ATH-00134,Dorothy Williams,Female,18,5/8/2006,MAS,Malaysia,Ice Hockey,Men's Ice Hockey,Winter,1972,Sapporo,Team,No Medal,3.545,goals,3,6,3,1,2,0,12,1956,58,No,John Smith,199.9,90.3,Olympic Debut,1.52944E-87,6.07027E-40
ATH-00135,Elaine Kuznetsov,Female,31,8/12/1993,FIN,Finland,Basketball,3x3 Women's,Summer,1912,Stockholm,Team,Silver,5.903,points,3,8,5,1,2,161,459,1908,3,No,Béla Károlyi,172,112.6,-,2.00147E-75,1.25442E-49
ATH-00136,Mohammed Watanabe,Male,32,3/11/1992,KAZ,Kazakhstan,Volleyball,Women's Beach Volleyball,Summer,2024,Paris,Team,No Medal,5.73,points,2,3,3,0,0,21,66,1996,30,No,Alberto Salazar,195.6,82.3,Oldest medalist,1.1272E-85,1.80952E-36
ATH-00137,Alexei Thomas,Male,39,12/26/1985,USA,United States,Luge,Men's Singles,Winter,1980,Lake Placid,Individual,No Medal,128.213,seconds,3,8,2,2,4,1061,2638,1896,1,No,Khristo Hristov,168.9,62.8,First from country,4.44285E-74,5.32484E-28
ATH-00138,Laure Constantin,Female,34,3/27/1990,ITA,Italy,Ice Hockey,Women's Ice Hockey,Winter,2002,Salt Lake City,Team,No Medal,4.48,goals,1,1,0,1,0,247,753,1900,4,No,Percy Cerutty,177.2,76.4,Youngest competitor,1.10412E-77,6.60544E-34
ATH-00139,Miho Melnyk,Female,35,9/23/1989,BRA,Brazil,Football (Soccer),Men's Football,Summer,2004,Athens,Team,No Medal,0.804,goals,2,7,4,1,2,37,152,1920,20,No,Bob Bowman,173.1,73.5,Photo-finish silver,6.66232E-76,1.20048E-32
ATH-00140,Tirunesh Kravchenko,Female,28,12/27/1996,CUB,Cuba,Football (Soccer),Women's Football,Summer,1906,Athens,Team,No Medal,4.33,goals,3,1,0,0,1,82,226,1900,8,No,Andrei Chemerkin,164,66.7,-,5.9663E-72,1.07785E-29
ATH-00141,Vahram Gebremariam,Male,23,9/27/2001,NZL,New Zealand,Freestyle Skiing,Big Air M,Winter,1998,Nagano,Individual,No Medal,83.811,points,4,0,0,0,0,46,116,1908,25,No,Lauren Lynde,163.1,84.1,Oldest medalist,1.46747E-71,2.99112E-37
ATH-00142,Arjun Dibaba,Male,39,4/7/1985,EGY,Egypt,Canoe/Kayak,Canoe Slalom C-1 W,Summer,1912,Stockholm,Individual,No Medal,504.9,seconds,2,5,5,0,0,8,28,1912,45,No,Andrei Chemerkin,184.6,91.4,Comeback after injury,6.74899E-81,2.02062E-40
ATH-00143,Carlos Ferrari,Male,24,10/9/2000,AUT,Austria,Triathlon,Mixed Relay,Summer,2004,Athens,Individual,No Medal,4082.175,seconds,1,1,0,1,0,59,196,1896,18,No,Renato Canova,194.8,78.4,Final Appearance,2.50862E-85,8.93949E-35
ATH-00144,Magdalena Liu,Female,33,11/9/1991,VEN,Venezuela,Alpine Skiing,Super-G W,Winter,1960,Squaw Valley,Individual,No Medal,360.128,seconds,5,1,0,1,0,2,14,1948,58,No,Valentin Lalev,183.2,87.8,Record broken next day,2.73685E-80,7.39511E-39
ATH-00145,Adam Constantin,Male,35,11/23/1989,VEN,Venezuela,Athletics,4x100m Relay,Summer,2020,Tokyo,Individual,No Medal,103.292,seconds,4,8,6,0,2,2,14,1948,58,No,Yury Zakharevich,198,82.2,-,1.02257E-86,1.99983E-36
ATH-00146,Aurelie Jackson,Female,16,2/21/2008,MGL,Mongolia,Football (Soccer),Women's Football,Summer,2004,Athens,Team,Gold,14.935,goals,1,2,1,1,0,3,21,1964,52,No,Hiroshi Hoketsu,194.7,72.8,Weather-affected,2.77245E-85,2.41747E-32
ATH-00147,Lisa Shah,Female,23,2/12/2001,HKG,Hong Kong,Volleyball,Women's Indoor Volleyball,Summer,2020,Tokyo,Team,Gold,16.92,points,1,4,1,3,0,3,9,1952,60,No,Renato Canova,198.1,65,-,9.25259E-87,5.90009E-29
ATH-00148,Ashley Bekele,Female,37,3/16/1987,USA,United States,Bobsled,2-man M,Winter,1924,Chamonix,Team,Bronze,121.482,seconds,3,1,0,0,1,1061,2638,1896,1,No,Li Yongbo,181,85,Final Appearance,2.47001E-79,1.2161E-37
ATH-00149,Sota Sato,Male,29,6/24/1995,GRE,Greece,Basketball,Women's Basketball,Summer,1900,Paris,Team,No Medal,35.098,points,2,2,1,1,0,34,116,1896,10,No,Percy Cerutty,173.9,76,Comeback after injury,2.99357E-76,9.85415E-34
ATH-00150,Erik Dubois,Male,35,2/8/1989,MAS,Malaysia,Luge,Men's Doubles,Winter,1972,Sapporo,Individual,No Medal,92.922,seconds,5,0,0,0,0,0,12,1956,58,Olympic Record,Virgilijus Alekna,181.2,65.9,Technical violation,2.02227E-79,2.3988E-29
ATH-00151,Nesta Alekseyev,Male,17,9/1/2007,ITA,Italy,Freestyle Skiing,Big Air M,Winter,1980,Lake Placid,Individual,No Medal,71.196,points,3,2,1,1,0,247,753,1900,4,No,John Smith,176.4,61,Personal Best,2.45727E-77,3.22134E-27
ATH-00152,William Martin,Male,40,7/17/1984,AUS,Australia,Weightlifting,81kg,Summer,1896,Athens,Individual,No Medal,345.616,kg,4,8,6,1,1,170,554,1896,4,No,Jon Drummond,158.3,106,National Record,1.78313E-69,9.22115E-47
ATH-00153,Sunita Karimov,Female,35,11/22/1989,HUN,Hungary,Short Track Speed Skating,1000m M,Winter,1956,Cortina d'Ampezzo,Team,No Medal,224.789,seconds,1,6,5,0,1,182,536,1896,5,No,Jon Drummond,164.6,79.7,-,3.27437E-72,2.43629E-35
ATH-00154,Adrien Williams,Male,20,8/12/2004,USA,United States,Judo,Middleweight,Summer,1900,Paris,Individual,Bronze,8.264,ippon,1,3,2,0,1,1061,2638,1896,1,No,John Smith,186.5,49.5,Equipment issue,1.00944E-81,3.17997E-22
ATH-00155,Sarah Grigoryan,Female,42,10/6/1982,MEX,Mexico,Weightlifting,89kg,Summer,1996,Atlanta,Individual,Silver,134.301,kg,5,2,0,1,1,14,72,1924,35,Olympic Record,Franz Stampfl,155.1,136.6,First from country,4.37447E-68,4.73559E-60
ATH-00156,Olga Gonzalez,Female,22,7/24/2002,GBR,Great Britain,Basketball,3x3 Men's,Summer,1904,St. Louis,Team,No Medal,13.927,points,5,1,1,0,0,285,896,1896,2,No,Lauren Lynde,200.3,73.2,First from country,1.02522E-87,1.62048E-32
ATH-00157,Valentina Perez,Female,17,9/15/2007,MEX,Mexico,Weightlifting,55kg,Summer,2024,Paris,Individual,No Medal,470.15,kg,5,4,4,0,0,14,72,1924,35,No,Vladimir Alekna,164.7,90,Withdrew - injury,2.96278E-72,8.19401E-40
ATH-00158,Linda Han,Female,32,6/21/1992,USA,United States,Diving,3m Springboard M,Summer,1904,St. Louis,Individual,No Medal,396.936,points,1,0,0,0,0,1061,2638,1896,1,No,Dan Pfaff,161.2,79.5,-,9.81137E-71,2.9757E-35
ATH-00159,Shota Tediashvili,Male,28,12/12/1996,GBR,Great Britain,Triathlon,Women's Triathlon,Summer,1900,Paris,Individual,No Medal,5252.935,seconds,4,1,0,0,1,285,896,1896,2,No,Renato Canova,165.4,70.3,Weather-affected,1.47127E-72,2.94509E-31
ATH-00160,Sabina Perez,Female,25,8/9/1999,CUB,Cuba,Canoe/Kayak,K-4 500m M,Summer,2020,Tokyo,Individual,Gold,327.688,seconds,1,3,1,2,0,82,226,1900,8,No,Yury Zakharevich,168.4,66.6,Comeback after injury,7.32503E-74,1.19121E-29
ATH-00161,Marta Dibaba,Female,17,3/26/2007,DEN,Denmark,Shooting,Skeet W,Summer,1996,Atlanta,Individual,No Medal,189.132,points,2,0,0,0,0,66,260,1896,10,No,Tadashi Suzuki,163,64.9,Weather-affected,1.62181E-71,6.52061E-29
ATH-00162,Kamran Njoroge,Male,42,8/18/1982,FIN,Finland,Canoe/Kayak,Canoe Slalom C-1 W,Summer,2020,Tokyo,Individual,No Medal,488.29,seconds,2,1,1,0,0,161,459,1908,3,No,Alberto Salazar,167.3,62.5,First from country,2.20056E-73,7.18778E-28
ATH-00163,Naim Karimov,Male,23,2/1/2001,RSA,South Africa,Speed Skating,1000m M,Winter,2014,Sochi,Team,Bronze,212.244,seconds,3,7,2,0,5,23,90,1904,30,No,Bao Chünlai,166.9,92.9,-,3.28285E-73,4.50861E-41
ATH-00164,Nigar Kiros,Female,20,6/7/2004,URS,Soviet Union,Ice Hockey,Men's Ice Hockey,Winter,1992,Albertville,Team,No Medal,3.541,goals,5,7,2,0,5,473,1122,1952,1,No,Yury Zakharevich,188.6,81.3,Photo-finish silver,1.23612E-82,4.91879E-36
ATH-00165,Donna Tadesse,Female,21,11/26/2003,NOR,Norway,Cycling,BMX Racing,Summer,1900,Paris,Individual,No Medal,5196.59,seconds,3,8,0,6,2,148,392,1900,2,No,Marcus O'Sullivan,181,78.4,First from country,2.47001E-79,8.93949E-35
ATH-00166,Iryna Choi,Female,15,5/2/2009,USA,United States,Triathlon,Women's Triathlon,Summer,1904,St. Louis,Individual,No Medal,6701.884,seconds,2,3,1,0,2,1061,2638,1896,1,No,Lauren Lynde,184,62.2,Technical violation,1.22975E-80,9.70249E-28
ATH-00167,Lars Kovalev,Male,25,12/23/1999,FIN,Finland,Figure Skating,Pairs,Winter,1976,Innsbruck,Individual,No Medal,295.872,points,5,0,0,0,0,161,459,1908,3,No,Yury Zakharevich,186.3,74.3,Weather-affected,1.23293E-81,5.39411E-33
ATH-00168,Charles Han,Male,34,4/1/1990,GBR,Great Britain,Judo,Mixed Team,Summer,1996,Atlanta,Individual,Gold,3.912,ippon,2,3,1,1,1,285,896,1896,2,Olympic Record,Andrei Chemerkin,192,91.9,-,4.12534E-84,1.22557E-40
ATH-00169,Emily Kumar,Female,37,11/13/1987,ITA,Italy,Basketball,Men's Basketball,Summer,2016,Rio de Janeiro,Team,No Medal,30.967,points,4,5,1,1,3,247,753,1900,4,No,Yury Zakharevich,205.6,127.6,-,5.11746E-90,3.83729E-56
ATH-00170,Luca Greco,Male,38,12/10/1986,COL,Colombia,Cross-Country Skiing,15km M,Winter,1960,Squaw Valley,Team,Bronze,5810.874,seconds,2,1,0,0,1,8,24,1932,48,No,Valentin Lalev,182.3,85.4,Final Appearance,6.73156E-80,8.15176E-38
ATH-00171,Alejandro Lopez,Male,20,11/3/2004,CHN,China,Biathlon,Mixed Relay,Winter,2022,Beijing,Individual,No Medal,1964.647,seconds,3,5,3,0,2,263,636,1932,1,No,Bob Bowman,169.7,83.6,Season Best,1.9963E-74,4.93153E-37
ATH-00172,Xia Haile,Female,30,7/12/1994,PRK,North Korea,Figure Skating,Team Event,Winter,1988,Calgary,Individual,No Medal,203.084,points,4,7,3,1,3,16,54,1964,35,No,Béla Károlyi,157.4,74.6,National Record,4.3858E-69,3.99606E-33
ATH-00173,Adam Clark,Male,32,2/11/1992,GRE,Greece,Biathlon,Relay W,Winter,1952,Oslo,Team,No Medal,1622.767,seconds,2,7,0,6,1,34,116,1896,10,No,Alberto Salazar,182.4,74.1,Youngest competitor,6.09097E-80,6.58838E-33
ATH-00174,Irina Biles,Female,16,7/19/2008,POL,Poland,Canoe/Kayak,Canoe Slalom K-1 M,Summer,2008,Beijing,Individual,No Medal,427.63,seconds,1,2,0,1,1,72,297,1924,9,No,Alberto Salazar,178,71.8,Olympic Debut,4.96115E-78,6.57137E-32
ATH-00175,Nancy Shevchenko,Female,42,2/10/1982,ITA,Italy,Swimming,200m Individual Medley,Summer,1906,Athens,Individual,No Medal,367.868,seconds,4,4,0,4,0,247,753,1900,4,No,Gennadi Touretski,173.1,90.4,Oldest medalist,6.66232E-76,5.49261E-40
ATH-00176,Gabriela Martin,Female,19,12/22/2005,NED,Netherlands,Curling,Men's Curling,Winter,1964,Innsbruck,Team,Silver,5.258,points,5,5,4,1,0,121,380,1900,7,No,Yury Zakharevich,171.8,67.4,-,2.4446E-75,5.35244E-30
ATH-00177,Haile Bianchi,Male,17,7/28/2007,PRK,North Korea,Skeleton,Men's Skeleton,Winter,2002,Salt Lake City,Individual,No Medal,195.769,seconds,4,8,2,0,6,16,54,1964,35,No,Dan Pfaff,168.2,104.3,Season Best,8.94681E-74,5.04761E-46
ATH-00178,Mykhailo Yang,Male,41,10/9/1983,TUR,Turkey,Luge,Men's Doubles,Winter,1932,Lake Placid,Individual,No Medal,126.993,seconds,5,1,0,1,0,40,99,1908,22,No,Bob Bowman,174.9,71.7,-,1.10127E-76,7.26249E-32
ATH-00179,George Davaadorj,Male,33,10/25/1991,NZL,New Zealand,Ski Jumping,Normal Hill Individual,Winter,1936,Garmisch-Partenkirchen,Individual,No Medal,82.435,metres,4,1,1,0,0,46,116,1908,25,No,Dan Pfaff,169.6,63.7,-,2.20626E-74,2.16492E-28
ATH-00180,Svetlana Kwon,Female,16,12/16/2008,NZL,New Zealand,Ice Hockey,Women's Ice Hockey,Winter,1928,St. Moritz,Team,No Medal,8.354,goals,3,0,0,0,0,46,116,1908,25,No,Li Yongbo,178.4,90.7,Technical violation,3.32556E-78,4.06903E-40
ATH-00181,Isabelle Martin,Female,38,7/20/1986,RSA,South Africa,Football (Soccer),Men's Football,Summer,1908,London,Team,Bronze,7.729,goals,5,4,3,0,1,23,90,1904,30,No,Jon Drummond,190.8,84.6,-,1.36966E-83,1.81421E-37
ATH-00182,Hiroshi Volkov,Male,41,4/27/1983,SWE,Sweden,Short Track Speed Skating,500m M,Winter,1980,Lake Placid,Individual,No Medal,299.789,seconds,2,7,0,5,2,200,648,1896,4,No,Bob Bowman,165.4,76.7,Technical violation,1.47127E-72,4.89343E-34
ATH-00183,Yuna Shevchenko,Female,33,9/12/1991,IRI,Iran,Speed Skating,Team Pursuit M,Winter,1992,Albertville,Team,Bronze,947.538,seconds,1,4,0,2,2,19,60,1948,34,No,Tadashi Suzuki,175.4,64,Withdrew - injury,6.67956E-77,1.60381E-28
ATH-00184,Tigran Williams,Male,30,3/21/1994,GRE,Greece,Triathlon,Men's Triathlon,Summer,2008,Beijing,Individual,No Medal,7274.693,seconds,5,0,0,0,0,34,116,1896,10,No,Arthur Lydiard,188.8,63.2,First from country,1.01205E-82,3.56935E-28
ATH-00185,Abebe Romano,Male,36,9/27/1988,ROM,Romania,Cross-Country Skiing,30km W,Winter,1988,Calgary,Individual,No Medal,6207.056,seconds,5,1,0,1,0,89,307,1924,8,No,Marcus O'Sullivan,183.7,75.1,Equipment issue,1.65998E-80,2.42373E-33
ATH-00186,Sakura Wu,Female,31,4/2/1993,ROM,Romania,Alpine Skiing,Combined W,Winter,1964,Innsbruck,Individual,No Medal,159.314,seconds,1,5,5,0,0,89,307,1924,8,No,Percy Cerutty,180.7,99.9,-,3.33417E-79,4.11132E-44
ATH-00187,Luis Choi,Male,36,9/21/1988,EGY,Egypt,Gymnastics (Artistic),Uneven Bars,Summer,2004,Athens,Individual,No Medal,12.815,points,2,5,4,1,0,8,28,1912,45,No,Dan Pfaff,174.4,70.7,-,1.81569E-76,1.97415E-31
ATH-00188,Kamran Silva,Male,35,2/8/1989,SRB,Serbia,Canoe/Kayak,C-2 500m M,Summer,2012,London,Individual,Bronze,524.119,seconds,3,5,3,1,1,10,36,2008,40,No,Li Yongbo,172.1,71.8,-,1.81101E-75,6.57137E-32
ATH-00189,Yohan Dibaba,Male,42,11/13/1982,PRK,North Korea,Weightlifting,109kg,Summer,1996,Atlanta,Individual,No Medal,442.496,kg,2,0,0,0,0,16,54,1964,35,No,Dan Pfaff,168.7,148.8,Record broken next day,5.42651E-74,2.38222E-65
ATH-00190,Claire Ito,Female,25,11/2/1999,FRA,France,Judo,Extra-Lightweight,Summer,2016,Rio de Janeiro,Individual,No Medal,1.792,ippon,2,3,1,2,0,248,844,1896,3,No,Hiroshi Hoketsu,176.1,87.7,Youngest competitor,3.31697E-77,8.17286E-39
ATH-00191,Mary Taylor,Female,32,4/24/1992,ARG,Argentina,Ice Hockey,Women's Ice Hockey,Winter,1984,Sarajevo,Team,No Medal,2.986,goals,1,5,4,0,1,23,77,1920,30,No,Franz Stampfl,190.3,95.8,Weather-affected,2.25819E-83,2.48078E-42
ATH-00192,Xia Garcia,Female,41,1/10/1983,CUB,Cuba,Football (Soccer),Women's Football,Summer,1900,Paris,Team,No Medal,5.141,goals,4,8,8,0,0,82,226,1900,8,No,Franz Stampfl,191.4,89.9,Withdrew - injury,7.51685E-84,9.05578E-40
ATH-00193,Jennifer Yoon,Female,22,12/5/2002,DPR,North Korea,Volleyball,Women's Indoor Volleyball,Summer,2024,Paris,Team,No Medal,14.38,points,3,8,2,0,6,16,54,1964,35,No,Vladimir Alekna,198.4,96.7,-,6.85448E-87,1.00861E-42
ATH-00194,Sun Davis,Male,16,12/4/2008,GER,Germany,Cycling,Team Pursuit,Summer,2004,Athens,Individual,No Medal,194.056,seconds,2,1,1,0,0,275,854,1896,2,No,Béla Károlyi,173.5,75.6,-,4.46588E-76,1.47007E-33
ATH-00195,Pierre Kipchoge,Male,31,12/20/1993,BLR,Belarus,Triathlon,Men's Triathlon,Summer,2004,Athens,Individual,No Medal,5587.955,seconds,5,1,1,0,0,24,75,1996,33,No,Wei Ping,169.4,62.1,Youngest competitor,2.69473E-74,1.07229E-27
ATH-00196,Yuki Bondarenko,Female,25,4/1/1999,GBR,Great Britain,Taekwondo,-49kg W,Summer,1904,St. Louis,Individual,No Medal,11.13,points,1,1,1,0,0,285,896,1896,2,No,Hiroshi Hoketsu,186.8,52.5,Technical violation,7.47809E-82,1.58321E-23
ATH-00197,Jessica Fraser-Pryce,Female,41,3/28/1983,ROM,Romania,Curling,Men's Curling,Winter,1968,Grenoble,Team,No Medal,9.34,points,4,5,5,0,0,89,307,1924,8,Olympic Record,Li Yongbo,187.2,68.8,Final Appearance,5.01271E-82,1.3199E-30
